response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0067,0.0014,0.0000,0.0002,0.0049,0.0001,200,0.3341
0.0037,0.0000,0.0000,0.0001,0.0035,0.0001,200,0.6675
0.0037,0.0000,0.0000,0.0000,0.0036,0.0000,200,1.0007
0.0036,0.0000,0.0000,0.0000,0.0035,0.0000,200,1.3340
0.0033,0.0000,0.0000,0.0000,0.0032,0.0000,200,1.6672
0.0032,0.0000,0.0000,0.0000,0.0031,0.0001,200,2.0005
0.0039,0.0000,0.0000,0.0000,0.0037,0.0001,200,2.3340
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,2.6673
0.0033,0.0000,0.0000,0.0000,0.0032,0.0001,200,3.0006
0.0033,0.0000,0.0000,0.0000,0.0032,0.0000,200,3.3340
0.0033,0.0000,0.0000,0.0000,0.0032,0.0000,200,3.6673
0.0035,0.0000,0.0000,0.0000,0.0034,0.0001,200,4.0006
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,4.3339
0.0034,0.0000,0.0000,0.0000,0.0033,0.0001,200,4.6671
0.0033,0.0000,0.0000,0.0000,0.0031,0.0001,200,5.0005
0.0030,0.0000,0.0000,0.0000,0.0029,0.0001,200,5.3338
0.0057,0.0000,0.0000,0.0000,0.0055,0.0001,200,5.6672
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,6.0005
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,6.3340
0.0035,0.0000,0.0000,0.0001,0.0033,0.0001,200,6.6671
0.0044,0.0000,0.0000,0.0001,0.0042,0.0001,200,7.0006
0.0039,0.0000,0.0000,0.0000,0.0037,0.0001,200,7.3339
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,7.6672
0.0035,0.0000,0.0000,0.0000,0.0033,0.0000,200,8.0005
0.0031,0.0000,0.0000,0.0001,0.0029,0.0001,200,8.3339
0.0036,0.0000,0.0000,0.0000,0.0034,0.0001,200,8.6672
0.0036,0.0000,0.0000,0.0000,0.0034,0.0001,200,9.0005
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,9.3339
0.0036,0.0000,0.0000,0.0000,0.0034,0.0001,200,9.6673
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,10.0005
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,10.3339
0.0058,0.0000,0.0000,0.0000,0.0056,0.0001,200,10.6672
0.0036,0.0000,0.0000,0.0000,0.0034,0.0001,200,11.0005
0.0038,0.0000,0.0000,0.0000,0.0036,0.0001,200,11.3340
0.0036,0.0000,0.0000,0.0000,0.0034,0.0001,200,11.6671
0.0033,0.0000,0.0000,0.0000,0.0031,0.0001,200,12.0005
0.0037,0.0000,0.0000,0.0001,0.0035,0.0001,200,12.3339
0.0032,0.0000,0.0000,0.0000,0.0030,0.0001,200,12.6671
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,13.0006
0.0030,0.0000,0.0000,0.0000,0.0028,0.0001,200,13.3339
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,13.6671
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,14.0005
0.0039,0.0000,0.0000,0.0000,0.0037,0.0001,200,14.3339
