response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0093,0.0013,0.0000,0.0003,0.0074,0.0001,200,0.3340
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,0.6673
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,1.0006
0.0036,0.0000,0.0000,0.0000,0.0034,0.0001,200,1.3339
0.0037,0.0000,0.0000,0.0000,0.0034,0.0001,200,1.6673
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,2.0005
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,2.3340
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,2.6673
0.0028,0.0000,0.0000,0.0001,0.0026,0.0001,200,3.0006
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,3.3339
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,3.6673
0.0028,0.0000,0.0000,0.0000,0.0027,0.0001,200,4.0005
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,4.3338
0.0036,0.0000,0.0000,0.0000,0.0033,0.0001,200,4.6673
0.0032,0.0000,0.0000,0.0000,0.0030,0.0001,200,5.0006
0.0027,0.0000,0.0000,0.0000,0.0025,0.0001,200,5.3339
0.0031,0.0000,0.0000,0.0001,0.0029,0.0001,200,5.6672
0.0024,0.0000,0.0000,0.0000,0.0022,0.0001,200,6.0005
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,6.3340
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,6.6673
0.0035,0.0000,0.0000,0.0001,0.0033,0.0001,200,7.0006
0.0039,0.0000,0.0000,0.0000,0.0036,0.0001,200,7.3340
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,7.6673
0.0033,0.0000,0.0000,0.0000,0.0031,0.0001,200,8.0006
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,8.3340
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,8.6673
0.0032,0.0000,0.0000,0.0000,0.0031,0.0001,200,9.0007
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,9.3340
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,9.6673
0.0031,0.0000,0.0000,0.0000,0.0030,0.0001,200,10.0007
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,10.3339
0.0037,0.0000,0.0000,0.0000,0.0035,0.0001,200,10.6672
0.0036,0.0000,0.0000,0.0000,0.0033,0.0001,200,11.0007
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,11.3339
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,11.6673
0.0029,0.0000,0.0000,0.0000,0.0028,0.0001,200,12.0006
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,12.3339
0.0033,0.0000,0.0000,0.0001,0.0030,0.0001,200,12.6672
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,13.0006
0.0038,0.0000,0.0000,0.0000,0.0036,0.0001,200,13.3340
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,13.6673
0.0033,0.0000,0.0000,0.0000,0.0031,0.0001,200,14.0004
0.0034,0.0000,0.0000,0.0000,0.0033,0.0001,200,14.3340
0.0036,0.0000,0.0000,0.0001,0.0034,0.0001,200,14.6672
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,15.0006
0.0025,0.0000,0.0000,0.0000,0.0022,0.0001,200,15.3339
0.0025,0.0000,0.0000,0.0000,0.0023,0.0001,200,15.6672
0.0024,0.0000,0.0000,0.0000,0.0022,0.0001,200,16.0007
0.0025,0.0000,0.0000,0.0000,0.0023,0.0001,200,16.3340
0.0029,0.0000,0.0000,0.0001,0.0027,0.0001,200,16.6672
0.0043,0.0000,0.0000,0.0001,0.0041,0.0001,200,17.0005
0.0026,0.0000,0.0000,0.0000,0.0024,0.0001,200,17.3340
0.0028,0.0000,0.0000,0.0000,0.0026,0.0001,200,17.6673
0.0033,0.0000,0.0000,0.0001,0.0031,0.0001,200,18.0006
0.0030,0.0000,0.0000,0.0000,0.0028,0.0001,200,18.3338
0.0030,0.0000,0.0000,0.0001,0.0027,0.0001,200,18.6672
0.0029,0.0000,0.0000,0.0000,0.0028,0.0001,200,19.0004
0.0029,0.0000,0.0000,0.0000,0.0027,0.0001,200,19.3337
0.0025,0.0000,0.0000,0.0000,0.0023,0.0001,200,19.6671
0.0025,0.0000,0.0000,0.0000,0.0023,0.0000,200,20.0004
0.0030,0.0000,0.0000,0.0000,0.0028,0.0001,200,20.3339
0.0029,0.0000,0.0000,0.0000,0.0027,0.0001,200,20.6673
0.0028,0.0000,0.0000,0.0000,0.0026,0.0001,200,21.0005
0.0027,0.0000,0.0000,0.0000,0.0025,0.0001,200,21.3338
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,21.6672
0.0027,0.0000,0.0000,0.0000,0.0025,0.0001,200,22.0006
0.0029,0.0000,0.0000,0.0000,0.0027,0.0001,200,22.3339
0.0029,0.0000,0.0000,0.0000,0.0027,0.0001,200,22.6672
0.0033,0.0000,0.0000,0.0000,0.0030,0.0001,200,23.0006
0.0029,0.0000,0.0000,0.0001,0.0027,0.0001,200,23.3339
0.0029,0.0000,0.0000,0.0000,0.0027,0.0001,200,23.6673
0.0028,0.0000,0.0000,0.0000,0.0026,0.0001,200,24.0005
0.0029,0.0000,0.0000,0.0000,0.0026,0.0001,200,24.3339
0.0028,0.0000,0.0000,0.0000,0.0026,0.0001,200,24.6671
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,25.0006
0.0033,0.0000,0.0000,0.0000,0.0031,0.0001,200,25.3338
0.0025,0.0000,0.0000,0.0000,0.0023,0.0001,200,25.6673
0.0033,0.0000,0.0000,0.0000,0.0030,0.0001,200,26.0006
0.0029,0.0000,0.0000,0.0000,0.0026,0.0001,200,26.3339
0.0030,0.0000,0.0000,0.0000,0.0028,0.0001,200,26.6672
0.0028,0.0000,0.0000,0.0000,0.0026,0.0001,200,27.0006
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,27.3340
0.0031,0.0000,0.0000,0.0001,0.0028,0.0001,200,27.6673
0.0031,0.0000,0.0000,0.0000,0.0029,0.0001,200,28.0006
0.0034,0.0000,0.0000,0.0000,0.0031,0.0001,200,28.3340
0.0034,0.0000,0.0000,0.0000,0.0032,0.0001,200,28.6673
0.0032,0.0000,0.0000,0.0001,0.0029,0.0001,200,29.0006
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,29.3340
0.0035,0.0000,0.0000,0.0000,0.0032,0.0001,200,29.6673
0.0032,0.0000,0.0000,0.0000,0.0030,0.0001,200,30.0005
0.0033,0.0000,0.0000,0.0001,0.0031,0.0001,200,30.3340
0.0035,0.0000,0.0000,0.0000,0.0033,0.0001,200,30.6673
0.0033,0.0000,0.0000,0.0001,0.0031,0.0001,200,31.0006
0.0033,0.0000,0.0000,0.0000,0.0030,0.0001,200,31.3337
